area_m,et
422416.6913062359,0.0
429890.7898658605,0.55
422416.69493739534,22.55
424360.51867449196,46.766666666666666
424376.7419489873,53.55
424376.7276428693,74.68333333333334
429890.72579938883,102.55
429890.7180358569,142.56666666666666
429890.7180358569,166.51666666666668
429890.7180358569,239.25
429890.71803607314,287.43333333333334
429890.71803607314,315.3833333333333
429890.7164612043,333.9
429890.7164612043,362.1166666666667
429890.7164612043,407.95
429890.71646139515,434.0
429890.7164612043,477.93333333333334
